LOGGER started at 2020-01-29 13:44:35.110463.
Currently active debug channels:
	act
	batch_info
	linesearch
	learning
[2020-01-29 13:44:35.499416][__main__.TRPOAgent.log][learning]: Episode #0

[2020-01-29 13:44:35.693767][__main__.TRPOAgent.log][learning]: Performing rollouts: rollout length: 1500

[2020-01-29 13:45:03.232018][__main__.TRPOAgent.log][batch_info]: Batch #28, batch length: 9

[2020-01-29 13:45:03.331397][__main__.TRPOAgent.log][batch_info]: Current batch value loss: 6.2121469345357685

[2020-01-29 13:45:03.336483][__main__.TRPOAgent.log][batch_info]: Batch #29, batch length: 10

[2020-01-29 13:45:03.440369][__main__.TRPOAgent.log][batch_info]: Current batch value loss: 7.497409764677286

[2020-01-29 13:45:03.447051][__main__.TRPOAgent.log][batch_info]: Batch #30, batch length: 9

[2020-01-29 13:45:03.551324][__main__.TRPOAgent.log][batch_info]: Current batch value loss: 6.158999608622657

[2020-01-29 13:45:03.557804][__main__.TRPOAgent.log][batch_info]: Batch #31, batch length: 9

[2020-01-29 13:45:03.659036][__main__.TRPOAgent.log][batch_info]: Current batch value loss: 6.133017757079667

[2020-01-29 13:45:03.664573][__main__.TRPOAgent.log][batch_info]: Batch #32, batch length: 9

[2020-01-29 13:45:03.765689][__main__.TRPOAgent.log][batch_info]: Current batch value loss: 6.112195578921172

[2020-01-29 13:45:03.770802][__main__.TRPOAgent.log][batch_info]: Batch #33, batch length: 9

[2020-01-29 13:45:03.868433][__main__.TRPOAgent.log][batch_info]: Current batch value loss: 6.099921167129651

[2020-01-29 13:45:03.872866][__main__.TRPOAgent.log][batch_info]: Batch #34, batch length: 10

[2020-01-29 13:45:03.981714][__main__.TRPOAgent.log][batch_info]: Current batch value loss: 7.6283784787869084

[2020-01-29 13:45:03.988246][__main__.TRPOAgent.log][batch_info]: Batch #35, batch length: 11

[2020-01-29 13:45:04.092920][__main__.TRPOAgent.log][batch_info]: Current batch value loss: 9.58709481832656

[2020-01-29 13:45:04.097859][__main__.TRPOAgent.log][batch_info]: Batch #36, batch length: 9

[2020-01-29 13:45:04.197097][__main__.TRPOAgent.log][batch_info]: Current batch value loss: 6.152480120046271

[2020-01-29 13:45:04.202170][__main__.TRPOAgent.log][batch_info]: Batch #37, batch length: 9

[2020-01-29 13:45:04.301647][__main__.TRPOAgent.log][batch_info]: Current batch value loss: 6.164836093369457

[2020-01-29 13:45:04.306713][__main__.TRPOAgent.log][batch_info]: Batch #38, batch length: 11

[2020-01-29 13:45:04.410382][__main__.TRPOAgent.log][batch_info]: Current batch value loss: 9.360413666475903

[2020-01-29 13:45:04.415632][__main__.TRPOAgent.log][batch_info]: Batch #39, batch length: 9

[2020-01-29 13:45:04.517446][__main__.TRPOAgent.log][batch_info]: Current batch value loss: 6.219475928280088

[2020-01-29 13:45:04.522102][__main__.TRPOAgent.log][batch_info]: Batch #40, batch length: 11

[2020-01-29 13:45:04.621085][__main__.TRPOAgent.log][batch_info]: Current batch value loss: 9.252690477804704

[2020-01-29 13:45:04.625665][__main__.TRPOAgent.log][batch_info]: Batch #41, batch length: 9

[2020-01-29 13:45:04.725249][__main__.TRPOAgent.log][batch_info]: Current batch value loss: 6.283736636241277

[2020-01-29 13:45:04.731769][__main__.TRPOAgent.log][batch_info]: Batch #42, batch length: 10

[2020-01-29 13:45:04.836707][__main__.TRPOAgent.log][batch_info]: Current batch value loss: 7.467684219777584

[2020-01-29 13:45:04.841320][__main__.TRPOAgent.log][batch_info]: Batch #43, batch length: 9

[2020-01-29 13:45:04.945027][__main__.TRPOAgent.log][batch_info]: Current batch value loss: 6.252173456880781

[2020-01-29 13:45:04.950154][__main__.TRPOAgent.log][batch_info]: Batch #44, batch length: 9

[2020-01-29 13:45:05.048775][__main__.TRPOAgent.log][batch_info]: Current batch value loss: 6.197618396745788

[2020-01-29 13:45:05.053659][__main__.TRPOAgent.log][batch_info]: Batch #45, batch length: 11

[2020-01-29 13:45:05.152586][__main__.TRPOAgent.log][batch_info]: Current batch value loss: 9.374760725958781

[2020-01-29 13:45:05.158896][__main__.TRPOAgent.log][batch_info]: Batch #46, batch length: 10

[2020-01-29 13:45:05.261455][__main__.TRPOAgent.log][batch_info]: Current batch value loss: 7.4833586685359474

[2020-01-29 13:45:05.266720][__main__.TRPOAgent.log][batch_info]: Batch #47, batch length: 9

[2020-01-29 13:45:05.370961][__main__.TRPOAgent.log][batch_info]: Current batch value loss: 6.218028289576371

[2020-01-29 13:45:05.375671][__main__.TRPOAgent.log][batch_info]: Batch #48, batch length: 9

[2020-01-29 13:45:05.476740][__main__.TRPOAgent.log][batch_info]: Current batch value loss: 6.189560198121601

[2020-01-29 13:45:05.482050][__main__.TRPOAgent.log][batch_info]: Batch #49, batch length: 9

[2020-01-29 13:45:05.579998][__main__.TRPOAgent.log][batch_info]: Current batch value loss: 6.15031563780374

[2020-01-29 13:45:05.585036][__main__.TRPOAgent.log][batch_info]: Batch #50, batch length: 9

[2020-01-29 13:45:05.683332][__main__.TRPOAgent.log][batch_info]: Current batch value loss: 6.119173323735595

[2020-01-29 13:45:05.688309][__main__.TRPOAgent.log][batch_info]: Batch #51, batch length: 9

[2020-01-29 13:45:05.787143][__main__.TRPOAgent.log][batch_info]: Current batch value loss: 6.101506479834724

[2020-01-29 13:45:05.793716][__main__.TRPOAgent.log][batch_info]: Batch #52, batch length: 9

[2020-01-29 13:45:05.903902][__main__.TRPOAgent.log][batch_info]: Current batch value loss: 6.094536853605051

[2020-01-29 13:45:05.910390][__main__.TRPOAgent.log][batch_info]: Batch #53, batch length: 10

[2020-01-29 13:45:06.013687][__main__.TRPOAgent.log][batch_info]: Current batch value loss: 7.6599603192744325

[2020-01-29 13:45:06.020366][__main__.TRPOAgent.log][batch_info]: Batch #54, batch length: 9

[2020-01-29 13:45:06.122086][__main__.TRPOAgent.log][batch_info]: Current batch value loss: 6.096860102869363

[2020-01-29 13:45:06.126955][__main__.TRPOAgent.log][batch_info]: Batch #55, batch length: 9

[2020-01-29 13:45:06.224693][__main__.TRPOAgent.log][batch_info]: Current batch value loss: 6.098063993539351

[2020-01-29 13:45:06.229837][__main__.TRPOAgent.log][batch_info]: Batch #56, batch length: 9

[2020-01-29 13:45:06.337618][__main__.TRPOAgent.log][batch_info]: Current batch value loss: 6.097398032770595

[2020-01-29 13:45:06.342315][__main__.TRPOAgent.log][batch_info]: Batch #57, batch length: 9

[2020-01-29 13:45:06.441293][__main__.TRPOAgent.log][batch_info]: Current batch value loss: 6.095923154055425

[2020-01-29 13:45:06.447706][__main__.TRPOAgent.log][batch_info]: Batch #58, batch length: 11

[2020-01-29 13:45:06.548342][__main__.TRPOAgent.log][batch_info]: Current batch value loss: 9.659170384984463

[2020-01-29 13:45:06.553299][__main__.TRPOAgent.log][batch_info]: Batch #59, batch length: 9

[2020-01-29 13:45:06.651052][__main__.TRPOAgent.log][batch_info]: Current batch value loss: 6.1303109977808266

[2020-01-29 13:45:06.656090][__main__.TRPOAgent.log][batch_info]: Batch #60, batch length: 10

[2020-01-29 13:45:06.754618][__main__.TRPOAgent.log][batch_info]: Current batch value loss: 7.514086926355958

[2020-01-29 13:45:06.759742][__main__.TRPOAgent.log][batch_info]: Batch #61, batch length: 9

[2020-01-29 13:45:06.865893][__main__.TRPOAgent.log][batch_info]: Current batch value loss: 6.174886222514841

[2020-01-29 13:45:06.872110][__main__.TRPOAgent.log][batch_info]: Batch #62, batch length: 10

[2020-01-29 13:45:06.975108][__main__.TRPOAgent.log][batch_info]: Current batch value loss: 7.496386653929949

[2020-01-29 13:45:06.980264][__main__.TRPOAgent.log][batch_info]: Batch #63, batch length: 10

[2020-01-29 13:45:07.078896][__main__.TRPOAgent.log][batch_info]: Current batch value loss: 7.486097521334886

[2020-01-29 13:45:07.084065][__main__.TRPOAgent.log][batch_info]: Batch #64, batch length: 12

[2020-01-29 13:45:07.186913][__main__.TRPOAgent.log][batch_info]: Current batch value loss: 11.505013188968102

[2020-01-29 13:45:07.192048][__main__.TRPOAgent.log][batch_info]: Batch #65, batch length: 9

[2020-01-29 13:45:07.294884][__main__.TRPOAgent.log][batch_info]: Current batch value loss: 6.39485046101941

[2020-01-29 13:45:07.300242][__main__.TRPOAgent.log][batch_info]: Batch #66, batch length: 10

[2020-01-29 13:45:07.401916][__main__.TRPOAgent.log][batch_info]: Current batch value loss: 7.475074124336243

[2020-01-29 13:45:07.406849][__main__.TRPOAgent.log][batch_info]: Batch #67, batch length: 13

[2020-01-29 13:45:07.508521][__main__.TRPOAgent.log][batch_info]: Current batch value loss: 13.746213181660725

[2020-01-29 13:45:07.515041][__main__.TRPOAgent.log][batch_info]: Batch #68, batch length: 9

[2020-01-29 13:45:07.616743][__main__.TRPOAgent.log][batch_info]: Current batch value loss: 6.683938362946113

[2020-01-29 13:45:07.621730][__main__.TRPOAgent.log][batch_info]: Batch #69, batch length: 9

[2020-01-29 13:45:07.725718][__main__.TRPOAgent.log][batch_info]: Current batch value loss: 6.6038784177766905

[2020-01-29 13:45:07.731149][__main__.TRPOAgent.log][batch_info]: Batch #70, batch length: 9

[2020-01-29 13:45:07.839734][__main__.TRPOAgent.log][batch_info]: Current batch value loss: 6.418173866139518

[2020-01-29 13:45:07.845280][__main__.TRPOAgent.log][batch_info]: Batch #71, batch length: 9

[2020-01-29 13:45:07.945023][__main__.TRPOAgent.log][batch_info]: Current batch value loss: 6.248778305119938

[2020-01-29 13:45:07.951416][__main__.TRPOAgent.log][batch_info]: Batch #72, batch length: 9

[2020-01-29 13:45:08.053309][__main__.TRPOAgent.log][batch_info]: Current batch value loss: 6.145171953986089

[2020-01-29 13:45:08.058087][__main__.TRPOAgent.log][batch_info]: Batch #73, batch length: 10

[2020-01-29 13:45:08.160577][__main__.TRPOAgent.log][batch_info]: Current batch value loss: 7.583751541934907

[2020-01-29 13:45:08.165922][__main__.TRPOAgent.log][batch_info]: Batch #74, batch length: 9

[2020-01-29 13:45:08.270556][__main__.TRPOAgent.log][batch_info]: Current batch value loss: 6.100901216734201

[2020-01-29 13:45:08.277237][__main__.TRPOAgent.log][batch_info]: Batch #75, batch length: 9

[2020-01-29 13:45:08.383182][__main__.TRPOAgent.log][batch_info]: Current batch value loss: 6.095813693274977

[2020-01-29 13:45:08.388212][__main__.TRPOAgent.log][batch_info]: Batch #76, batch length: 9

[2020-01-29 13:45:08.487086][__main__.TRPOAgent.log][batch_info]: Current batch value loss: 6.0936907838218355

[2020-01-29 13:45:08.492028][__main__.TRPOAgent.log][batch_info]: Batch #77, batch length: 9

[2020-01-29 13:45:08.594636][__main__.TRPOAgent.log][batch_info]: Current batch value loss: 6.093273832527403

[2020-01-29 13:45:08.599830][__main__.TRPOAgent.log][batch_info]: Batch #78, batch length: 10

[2020-01-29 13:45:08.699086][__main__.TRPOAgent.log][batch_info]: Current batch value loss: 7.667205226734223

[2020-01-29 13:45:08.703954][__main__.TRPOAgent.log][batch_info]: Batch #79, batch length: 10

[2020-01-29 13:45:08.809603][__main__.TRPOAgent.log][batch_info]: Current batch value loss: 7.597948656184599

[2020-01-29 13:45:08.815308][__main__.TRPOAgent.log][batch_info]: Batch #80, batch length: 9

[2020-01-29 13:45:08.918890][__main__.TRPOAgent.log][batch_info]: Current batch value loss: 6.126282267479433

[2020-01-29 13:45:08.923889][__main__.TRPOAgent.log][batch_info]: Batch #81, batch length: 13

[2020-01-29 13:45:09.025730][__main__.TRPOAgent.log][batch_info]: Current batch value loss: 14.632273620710922

[2020-01-29 13:45:09.030851][__main__.TRPOAgent.log][batch_info]: Batch #82, batch length: 9

[2020-01-29 13:45:09.131106][__main__.TRPOAgent.log][batch_info]: Current batch value loss: 6.377869538134998

[2020-01-29 13:45:09.135913][__main__.TRPOAgent.log][batch_info]: Batch #83, batch length: 12

[2020-01-29 13:45:09.238872][__main__.TRPOAgent.log][batch_info]: Current batch value loss: 11.107014345626036

[2020-01-29 13:45:09.244091][__main__.TRPOAgent.log][batch_info]: Batch #84, batch length: 9

[2020-01-29 13:45:09.344653][__main__.TRPOAgent.log][batch_info]: Current batch value loss: 6.678300536341137

[2020-01-29 13:45:09.351272][__main__.TRPOAgent.log][batch_info]: Batch #85, batch length: 11

[2020-01-29 13:45:09.454105][__main__.TRPOAgent.log][batch_info]: Current batch value loss: 8.989411880346863

[2020-01-29 13:45:09.459214][__main__.TRPOAgent.log][batch_info]: Batch #86, batch length: 9

[2020-01-29 13:45:09.556119][__main__.TRPOAgent.log][batch_info]: Current batch value loss: 6.619155401984851

[2020-01-29 13:45:09.560697][__main__.TRPOAgent.log][batch_info]: Batch #87, batch length: 9

[2020-01-29 13:45:09.659245][__main__.TRPOAgent.log][batch_info]: Current batch value loss: 6.432146999571058

[2020-01-29 13:45:09.664807][__main__.TRPOAgent.log][batch_info]: Batch #88, batch length: 9

[2020-01-29 13:45:09.771055][__main__.TRPOAgent.log][batch_info]: Current batch value loss: 6.254407483670446

[2020-01-29 13:45:09.776033][__main__.TRPOAgent.log][batch_info]: Batch #89, batch length: 9

[2020-01-29 13:45:09.876731][__main__.TRPOAgent.log][batch_info]: Current batch value loss: 6.145254456334644

[2020-01-29 13:45:09.881850][__main__.TRPOAgent.log][batch_info]: Batch #90, batch length: 9

[2020-01-29 13:45:09.982021][__main__.TRPOAgent.log][batch_info]: Current batch value loss: 6.100919581121868

[2020-01-29 13:45:09.986998][__main__.TRPOAgent.log][batch_info]: Batch #91, batch length: 9

[2020-01-29 13:45:10.086103][__main__.TRPOAgent.log][batch_info]: Current batch value loss: 6.093380968008812

[2020-01-29 13:45:10.091176][__main__.TRPOAgent.log][batch_info]: Batch #92, batch length: 9

[2020-01-29 13:45:10.200661][__main__.TRPOAgent.log][batch_info]: Current batch value loss: 6.097705815090901

[2020-01-29 13:45:10.205906][__main__.TRPOAgent.log][batch_info]: Batch #93, batch length: 10

[2020-01-29 13:45:10.306638][__main__.TRPOAgent.log][batch_info]: Current batch value loss: 7.739577143965289

[2020-01-29 13:45:10.311662][__main__.TRPOAgent.log][batch_info]: Batch #94, batch length: 9

[2020-01-29 13:45:10.411862][__main__.TRPOAgent.log][batch_info]: Current batch value loss: 6.093317479218563

[2020-01-29 13:45:10.417320][__main__.TRPOAgent.log][batch_info]: Batch #95, batch length: 9

[2020-01-29 13:45:10.514910][__main__.TRPOAgent.log][batch_info]: Current batch value loss: 6.0949789450104515

[2020-01-29 13:45:10.519954][__main__.TRPOAgent.log][batch_info]: Batch #96, batch length: 12

[2020-01-29 13:45:10.619700][__main__.TRPOAgent.log][batch_info]: Current batch value loss: 12.107585650247833

[2020-01-29 13:45:10.624517][__main__.TRPOAgent.log][batch_info]: Batch #97, batch length: 10

[2020-01-29 13:45:10.730692][__main__.TRPOAgent.log][batch_info]: Current batch value loss: 7.475997407734394

[2020-01-29 13:45:10.736114][__main__.TRPOAgent.log][batch_info]: Batch #98, batch length: 9

[2020-01-29 13:45:10.836187][__main__.TRPOAgent.log][batch_info]: Current batch value loss: 6.31880181034406

[2020-01-29 13:45:10.841244][__main__.TRPOAgent.log][batch_info]: Batch #99, batch length: 10

[2020-01-29 13:45:10.940258][__main__.TRPOAgent.log][batch_info]: Current batch value loss: 7.466503505408764

[2020-01-29 13:45:11.667876][__main__.TRPOAgent.log][learning]: Episode #3

[2020-01-29 13:45:11.668384][__main__.TRPOAgent.log][batch_info]: Rollout statistics size: 964, Batch size: 100, Number of batches: 100

[2020-01-29 13:45:11.668753][__main__.TRPOAgent.log][learning]: 

***************
BEGINNING TRAINING
***************



[2020-01-29 13:45:11.669105][__main__.TRPOAgent.log][batch_info]: Batch #0, batch length: 9

[2020-01-29 13:45:11.771895][__main__.TRPOAgent.log][batch_info]: Current batch value loss: 6.307689963115586

[2020-01-29 13:45:11.776593][__main__.TRPOAgent.log][batch_info]: Batch #1, batch length: 9

[2020-01-29 13:45:11.876261][__main__.TRPOAgent.log][batch_info]: Current batch value loss: 6.227700024015373

[2020-01-29 13:45:11.881124][__main__.TRPOAgent.log][batch_info]: Batch #2, batch length: 10

[2020-01-29 13:45:11.979912][__main__.TRPOAgent.log][batch_info]: Current batch value loss: 7.500882159918547

[2020-01-29 13:45:11.986480][__main__.TRPOAgent.log][batch_info]: Batch #3, batch length: 9

[2020-01-29 13:45:12.090998][__main__.TRPOAgent.log][batch_info]: Current batch value loss: 6.14564938719074

[2020-01-29 13:45:12.095778][__main__.TRPOAgent.log][batch_info]: Batch #4, batch length: 12

[2020-01-29 13:45:12.197341][__main__.TRPOAgent.log][batch_info]: Current batch value loss: 11.85829532208542

[2020-01-29 13:45:12.202497][__main__.TRPOAgent.log][batch_info]: Batch #5, batch length: 10

[2020-01-29 13:45:12.301171][__main__.TRPOAgent.log][batch_info]: Current batch value loss: 7.469461043179035

[2020-01-29 13:45:12.306263][__main__.TRPOAgent.log][batch_info]: Batch #6, batch length: 10

[2020-01-29 13:45:12.406401][__main__.TRPOAgent.log][batch_info]: Current batch value loss: 7.467374293506145

[2020-01-29 13:45:12.411620][__main__.TRPOAgent.log][batch_info]: Batch #7, batch length: 10

[2020-01-29 13:45:12.520164][__main__.TRPOAgent.log][batch_info]: Current batch value loss: 7.473721686005592

[2020-01-29 13:45:12.525475][__main__.TRPOAgent.log][batch_info]: Batch #8, batch length: 9

[2020-01-29 13:45:12.627359][__main__.TRPOAgent.log][batch_info]: Current batch value loss: 6.380209697617425

[2020-01-29 13:45:12.634130][__main__.TRPOAgent.log][batch_info]: Batch #9, batch length: 9

[2020-01-29 13:45:12.737449][__main__.TRPOAgent.log][batch_info]: Current batch value loss: 6.2776791999737425

[2020-01-29 13:45:12.744074][__main__.TRPOAgent.log][batch_info]: Batch #10, batch length: 9

[2020-01-29 13:45:12.850457][__main__.TRPOAgent.log][batch_info]: Current batch value loss: 6.17819775806533

[2020-01-29 13:45:12.855191][__main__.TRPOAgent.log][batch_info]: Batch #11, batch length: 9

[2020-01-29 13:45:12.954563][__main__.TRPOAgent.log][batch_info]: Current batch value loss: 6.118419596097535

[2020-01-29 13:45:12.959108][__main__.TRPOAgent.log][batch_info]: Batch #12, batch length: 11

[2020-01-29 13:45:13.069784][__main__.TRPOAgent.log][batch_info]: Current batch value loss: 9.617048954421824

[2020-01-29 13:45:13.074698][__main__.TRPOAgent.log][batch_info]: Batch #13, batch length: 9

[2020-01-29 13:45:13.174050][__main__.TRPOAgent.log][batch_info]: Current batch value loss: 6.123864383954141

[2020-01-29 13:45:13.178901][__main__.TRPOAgent.log][batch_info]: Batch #14, batch length: 10

[2020-01-29 13:45:13.288246][__main__.TRPOAgent.log][batch_info]: Current batch value loss: 7.533036988973618

[2020-01-29 13:45:13.292967][__main__.TRPOAgent.log][batch_info]: Batch #15, batch length: 14

[2020-01-29 13:45:13.406147][__main__.TRPOAgent.log][batch_info]: Current batch value loss: 17.722810547266686

[2020-01-29 13:45:13.410779][__main__.TRPOAgent.log][batch_info]: Batch #16, batch length: 9

[2020-01-29 13:45:13.525043][__main__.TRPOAgent.log][batch_info]: Current batch value loss: 6.5809675546156035

[2020-01-29 13:45:13.530069][__main__.TRPOAgent.log][batch_info]: Batch #17, batch length: 9

[2020-01-29 13:45:13.641740][__main__.TRPOAgent.log][batch_info]: Current batch value loss: 6.639312475091881

[2020-01-29 13:45:13.648921][__main__.TRPOAgent.log][batch_info]: Batch #18, batch length: 9

[2020-01-29 13:45:13.762017][__main__.TRPOAgent.log][batch_info]: Current batch value loss: 6.493148797916041

[2020-01-29 13:45:13.768904][__main__.TRPOAgent.log][batch_info]: Batch #19, batch length: 9

[2020-01-29 13:45:13.879787][__main__.TRPOAgent.log][batch_info]: Current batch value loss: 6.302383013897472

[2020-01-29 13:45:13.886119][__main__.TRPOAgent.log][batch_info]: Batch #20, batch length: 9

[2020-01-29 13:45:14.001987][__main__.TRPOAgent.log][batch_info]: Current batch value loss: 6.167500616361697

[2020-01-29 13:45:14.011301][__main__.TRPOAgent.log][batch_info]: Batch #21, batch length: 9

[2020-01-29 13:45:14.142881][__main__.TRPOAgent.log][batch_info]: Current batch value loss: 6.10637823663031

[2020-01-29 13:45:14.149431][__main__.TRPOAgent.log][batch_info]: Batch #22, batch length: 9

[2020-01-29 13:45:14.248558][__main__.TRPOAgent.log][batch_info]: Current batch value loss: 6.093273602930519

[2020-01-29 13:45:14.255194][__main__.TRPOAgent.log][batch_info]: Batch #23, batch length: 10

[2020-01-29 13:45:14.375823][__main__.TRPOAgent.log][batch_info]: Current batch value loss: 7.7150216629961506

[2020-01-29 13:45:14.382492][__main__.TRPOAgent.log][batch_info]: Batch #24, batch length: 12

[2020-01-29 13:45:14.519363][__main__.TRPOAgent.log][batch_info]: Current batch value loss: 12.218187262614569

[2020-01-29 13:45:14.527356][__main__.TRPOAgent.log][batch_info]: Batch #25, batch length: 10

[2020-01-29 13:45:14.667213][__main__.TRPOAgent.log][batch_info]: Current batch value loss: 7.478406607359648

[2020-01-29 13:45:14.672727][__main__.TRPOAgent.log][batch_info]: Batch #26, batch length: 9

[2020-01-29 13:45:14.784406][__main__.TRPOAgent.log][batch_info]: Current batch value loss: 6.327173814177513

[2020-01-29 13:45:14.790299][__main__.TRPOAgent.log][batch_info]: Batch #27, batch length: 9

[2020-01-29 13:45:14.895861][__main__.TRPOAgent.log][batch_info]: Current batch value loss: 6.3150461465120316

[2020-01-29 13:45:14.901735][__main__.TRPOAgent.log][batch_info]: Batch #28, batch length: 9

[2020-01-29 13:45:15.023957][__main__.TRPOAgent.log][batch_info]: Current batch value loss: 6.2363745619853335

[2020-01-29 13:45:15.029017][__main__.TRPOAgent.log][batch_info]: Batch #29, batch length: 10

[2020-01-29 13:45:15.137594][__main__.TRPOAgent.log][batch_info]: Current batch value loss: 7.497166085988283

[2020-01-29 13:45:15.142615][__main__.TRPOAgent.log][batch_info]: Batch #30, batch length: 9

[2020-01-29 13:45:15.255384][__main__.TRPOAgent.log][batch_info]: Current batch value loss: 6.149047314292854

[2020-01-29 13:45:15.260184][__main__.TRPOAgent.log][batch_info]: Batch #31, batch length: 9

[2020-01-29 13:45:15.377430][__main__.TRPOAgent.log][batch_info]: Current batch value loss: 6.118760045617819

[2020-01-29 13:45:15.384707][__main__.TRPOAgent.log][batch_info]: Batch #32, batch length: 9

[2020-01-29 13:45:15.492864][__main__.TRPOAgent.log][batch_info]: Current batch value loss: 6.100522167877191

[2020-01-29 13:45:15.498023][__main__.TRPOAgent.log][batch_info]: Batch #33, batch length: 9

[2020-01-29 13:45:15.596444][__main__.TRPOAgent.log][batch_info]: Current batch value loss: 6.093918573848997

[2020-01-29 13:45:15.602814][__main__.TRPOAgent.log][batch_info]: Batch #34, batch length: 10

[2020-01-29 13:45:15.705572][__main__.TRPOAgent.log][batch_info]: Current batch value loss: 7.664503944754688

[2020-01-29 13:45:15.712253][__main__.TRPOAgent.log][batch_info]: Batch #35, batch length: 11

[2020-01-29 13:45:15.829955][__main__.TRPOAgent.log][batch_info]: Current batch value loss: 9.588440157049758

[2020-01-29 13:45:15.836376][__main__.TRPOAgent.log][batch_info]: Batch #36, batch length: 9

[2020-01-29 13:45:15.950289][__main__.TRPOAgent.log][batch_info]: Current batch value loss: 6.17341789106528

[2020-01-29 13:45:15.956128][__main__.TRPOAgent.log][batch_info]: Batch #37, batch length: 9

[2020-01-29 13:45:16.084666][__main__.TRPOAgent.log][batch_info]: Current batch value loss: 6.191647206743558

[2020-01-29 13:45:16.090511][__main__.TRPOAgent.log][batch_info]: Batch #38, batch length: 11

[2020-01-29 13:45:16.208254][__main__.TRPOAgent.log][batch_info]: Current batch value loss: 9.30239517919042

[2020-01-29 13:45:16.212932][__main__.TRPOAgent.log][batch_info]: Batch #39, batch length: 9

[2020-01-29 13:45:16.317943][__main__.TRPOAgent.log][batch_info]: Current batch value loss: 6.256520085864597

[2020-01-29 13:45:16.322594][__main__.TRPOAgent.log][batch_info]: Batch #40, batch length: 11

[2020-01-29 13:45:16.421861][__main__.TRPOAgent.log][batch_info]: Current batch value loss: 9.208086405288089

[2020-01-29 13:45:16.426967][__main__.TRPOAgent.log][batch_info]: Batch #41, batch length: 9

[2020-01-29 13:45:16.546654][__main__.TRPOAgent.log][batch_info]: Current batch value loss: 6.317096850938267

[2020-01-29 13:45:16.553061][__main__.TRPOAgent.log][batch_info]: Batch #42, batch length: 10

[2020-01-29 13:45:16.670579][__main__.TRPOAgent.log][batch_info]: Current batch value loss: 7.46659477353096

[2020-01-29 13:45:16.676886][__main__.TRPOAgent.log][batch_info]: Batch #43, batch length: 9

[2020-01-29 13:45:16.795397][__main__.TRPOAgent.log][batch_info]: Current batch value loss: 6.2476457671986685

[2020-01-29 13:45:16.802822][__main__.TRPOAgent.log][batch_info]: Batch #44, batch length: 9

[2020-01-29 13:45:16.906185][__main__.TRPOAgent.log][batch_info]: Current batch value loss: 6.176430985331535

[2020-01-29 13:45:16.911268][__main__.TRPOAgent.log][batch_info]: Batch #45, batch length: 11

[2020-01-29 13:45:17.008977][__main__.TRPOAgent.log][batch_info]: Current batch value loss: 9.42950740321116

[2020-01-29 13:45:17.013994][__main__.TRPOAgent.log][batch_info]: Batch #46, batch length: 10

[2020-01-29 13:45:17.128805][__main__.TRPOAgent.log][batch_info]: Current batch value loss: 7.4886754468083385

[2020-01-29 13:45:17.134239][__main__.TRPOAgent.log][batch_info]: Batch #47, batch length: 9

[2020-01-29 13:45:17.246979][__main__.TRPOAgent.log][batch_info]: Current batch value loss: 6.214315495557255

[2020-01-29 13:45:17.253083][__main__.TRPOAgent.log][batch_info]: Batch #48, batch length: 9

[2020-01-29 13:45:17.375732][__main__.TRPOAgent.log][batch_info]: Current batch value loss: 6.182696454226971

[2020-01-29 13:45:17.383928][__main__.TRPOAgent.log][batch_info]: Batch #49, batch length: 9

[2020-01-29 13:45:17.498496][__main__.TRPOAgent.log][batch_info]: Current batch value loss: 6.1386553173263865

[2020-01-29 13:45:17.504939][__main__.TRPOAgent.log][batch_info]: Batch #50, batch length: 9

[2020-01-29 13:45:17.618030][__main__.TRPOAgent.log][batch_info]: Current batch value loss: 6.1079949546191425

[2020-01-29 13:45:17.625819][__main__.TRPOAgent.log][batch_info]: Batch #51, batch length: 9

[2020-01-29 13:45:17.748140][__main__.TRPOAgent.log][batch_info]: Current batch value loss: 6.095186777456547

[2020-01-29 13:45:17.754837][__main__.TRPOAgent.log][batch_info]: Batch #52, batch length: 9

[2020-01-29 13:45:17.879203][__main__.TRPOAgent.log][batch_info]: Current batch value loss: 6.093386354144766

[2020-01-29 13:45:17.885300][__main__.TRPOAgent.log][batch_info]: Batch #53, batch length: 10

[2020-01-29 13:45:17.998846][__main__.TRPOAgent.log][batch_info]: Current batch value loss: 7.6866660182829945

[2020-01-29 13:45:18.004953][__main__.TRPOAgent.log][batch_info]: Batch #54, batch length: 9

[2020-01-29 13:45:18.102661][__main__.TRPOAgent.log][batch_info]: Current batch value loss: 6.096414074030084

[2020-01-29 13:45:18.107836][__main__.TRPOAgent.log][batch_info]: Batch #55, batch length: 9

[2020-01-29 13:45:18.205259][__main__.TRPOAgent.log][batch_info]: Current batch value loss: 6.099458293083848

[2020-01-29 13:45:18.210268][__main__.TRPOAgent.log][batch_info]: Batch #56, batch length: 9

